CatalogNumber,Individual_ID,Fish_Species,Year_Fish_Collected,month_fish_collected,day_fish_collected,Fish_Barcode,Dissector,Dissection_Date,Completion_Date,Total_Length_mm,Standard_Length_mm,Weight_mg,Examiner,Sex,Gut_Contents,Notes,SKIN,Muscle,BUCCAL_CAVITY,BODY_CAVITY,PECTORALFIN,PELVICFIN,ANALFIN,CYST.UNKN.CAUDALFIN,CYST.UNK.DORSALFIN,GONAD,LIVER,KIDNEY,TREM.DIPS.EYE,HEART,STOMACH,NEMA.L.CONNECTIVE_TISSUE,NEMA.STY.INTESTINE,NEM.LARV.INTESTINE,CEST.BOTSP.INTESTINE,MONO.SALSP.GILL,MONO.SS.GILLS,MYXO.G.GILL,MONO.UNK.GILL,CYST.UNK.GILL,MYXO.MXYID.GALLBLADDER(PRESENCE1_ABSENCE0),CRUS.LERSP.FLUSH,Notes_details_about_parasites_missing,MSB:Fish_catalog_number,Fish_Species,Fish_Barcode,P1_Species,P1_Number_of_individuals,P1_collector,P1_identifier,P1_Life_Stage,P1_Organ_Found,P1_preservation,P1_barcode,P1 Box Number,P1_label:MSB_FISH_CATALOG_NUMBER,P1_label:PARASITE_CODE,P1 Notes,P2_Species,P2_Number_of_individuals,P2_collector,P2_identifier,P2_Life_Stage,P2_Organ,P2_preservation,P2_barcode,P2 Box Number,P2_label:SMB_FISH_CATALOG_NUMBER,P2_label:PARASITE_CODE,P2 Notes,P3_Species,P3_Number_of_individuals,P3_collector,P3_identifier,P3_Life_Stage,P3_Organ,P3_How_preserved,P3_barcode,P3 Box Number,P3_Label:fishID,P3_label:Parasites_Code,P3 Notes,Parasite Species 4,Number of individuals 4,parasite collector 4,parasite identifier 4,P4_Life_Stage,P4_Organ,P4_How_preserved,P4_barcode,P4 Box_number,P4_Label:fishID,P4_label:Parasites_Code,P4 Notes,P5_Species,P5_Number_of_individuals,P5_collector,P5_identifier,P5_Life_Stage,P5_Organ,P5_How_preserved,P5_barcode,P5 Box Number,P5_Label:fishID,P5_label:Parasites_Code,P5 Notes
MSB:Fish:3391,MSB 3391-5,Gambusia affinis,1965,5,18,JAR11367F,EO,07-10-2025,07-10-2025,35,28,522,JG,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,MSB 3391-5,Gambusia affinis,JAR11367F,Diplostomulum sp.,3,JG,JG,Metacercariae,Eye,70% etoh,P6L4O,6,MSB 3391-5,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:330,MSB 330-1,Gambusia affinis,1949,11,5,JAR11350F,EO,07-10-2025,07-10-2025,45,36,982,JG,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,,MSB 330-1,Gambusia affinis,JAR11350F,Salsuginus sp.,1,JG,JG,Adult,Gill,70% etoh,P6L4Q,6,MSB 330-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4453,MSB 4453-2,Gambusia affinis,1978,9,5,JAR8936F,EO ,07-10-2025,07-10-2025,39,31,742,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,MSB 4453-2,Gambusia affinis,JAR8936F,Salsuginus sp.,3,GC,GC,Adult,Gill,70% etoh,P6L43,6,MSB 4453-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1090,MSB 1090-1,Gambusia affinis,1939,6,9,JAR11348F,BP,07-10-2025,07-10-2025,39,30,751,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,NA,0,,MSB 1090-1,Gambusia affinis,JAR11348F,Salsuginus sp.,11,GC,GC,Adult,Gill,70% etoh,P6L4N,6,MSB 1090-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1082,MSB 1082-3,Gambusia affinis,1938,10,18,JAR8929F,EO,07-09-2025,07-10-2025,34,28,397,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,NA,0,,MSB 1082-3,Gambusia affinis,JAR8929F,Monogenea,5,KL,KL,NA,Gill,70% etoh,P6L5H,6,MSB 1082-3,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4453,MSB 4453-1,Gambusia affinis,1978,9,5,JAR11359F,EO,07-10-2025,07-10-2025,36,30,577,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,NA,0,,MSB 4453-1,Gambusia affinis,JAR11359F,Salsuginus sp.,4,KL,KL,Adult,Gill,70% etoh,P6L5I,6,MSB 4453-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3391,MSB 3391-4,Gambusia affinis,1965,5,18,JAR11364F,EO,07-10-2025,07-10-2025,33,27,348,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,,MSB 3391-4,Gambusia affinis,JAR11364F,Diplostomulum sp.,2,KL,KL,Metacercariae,Eye,70% etoh,P6L5J,6,MSB 3391-4,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:330,MSB 330-2,Gambusia affinis,1949,11,5,JAR11347F,JG,07-10-2025,07-10-2025,34,28,374,BP,NA,NA,,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,CYST.UNK.DORSALFIN destroyed,MSB 330-2,Gambusia affinis,JAR11347F,Monogenea,2,BP,BP,Adult,Gill,70% etoh,P6L3Q,6,MSB 330-2,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1105,MSB 1105-5,Gambusia affinis,1939,1,30,JAR11360F,JG,07-10-2025,07-10-2025,36,28,396,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,MSB 1105-5,Gambusia affinis,JAR11360F,Diplostomulum sp.,1,KL,KL,Metacercariae,Eye,70% etoh,P6L5N,6,MSB 1105-5,TREM.DIPS.EYE,,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6L4L,6,MSB 1105-5,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:330,MSB 330-3,Gambusia affinis,1949,11,5,JAR11356F,EO,07-10-2025,07-10-2025,29,23,241,GC,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,MSB 330-3,Gambusia affinis,JAR11356F,Salsuginus sp.,6,GC,GC,Adult,Gill,70% etoh,P6L41,6,MSB 330-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3391,MSB 3391-1,Gambusia affinis,1965,5,18,JAR11370F,EO,07-10-2025,07-10-2025,41,35,794,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,,MSB 3391-1,Gambusia affinis,JAR11370F,Diplostomulum sp.,5,KL,KL,Metacercariae,Eye,70% etoh,P6L5L,6,MSB 3391-1,TREM.DIPS.EYE,,Salsuginus sp.,1,KL,KL,Adult,Gill,70% etoh,P6L5M,6,MSB 3391-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4453,MSB 4453-4,Gambusia affinis,1978,9,5,JAR8942F,EO,07-10-2025,07-10-2025,26,22,143,JG,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:3391,MSB 3391-3,Gambusia affinis,1965,5,18,JAR11363F,EO,07-10-2025,07-10-2025,31,26,296,EO,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:330,MSB 330-4,Gambusia affinis,1949,11,5,JAR11353F,JG,07-10-2025,07-10-2025,32,26,276,BP,NA,NA,Caudal fin cysts present,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:330,MSB 330-5,Gambusia affinis,1949,11,5,JAR11369F,JG,07-10-2025,07-10-2025,26,22,195,EO,F,Arthropod,Cysts on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1105,MSB 1105-2,Gambusia affinis,1939,1,30,JAR11365F,JG,07-10-2025,07-10-2025,27,23,158,JG,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1105,MSB 1105-4,Gambusia affinis,1939,1,30,JAR11368F,EO,07-10-2025,07-10-2025,40,32,456,EO,NA,Arthropod,Cyst on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1090,MSB 1090-4,Gambusia affinis,1939,6,9,JAR11354F,BP,07-10-2025,07-10-2025,25,19,132,GC,M,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,NA,0,,MSB 1090-4,Gambusia affinis,JAR11354F,Salsuginus sp.,7,GC,GC,Adult,Gill,70% etoh,P6L4M,6,MSB 1090-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1090,MSB 1090-2,Gambusia affinis,1939,6,9,JAR11351F,BP,07-10-2025,07-10-2025,37,30,670,JG,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,NA,0,,MSB 1090-2,Gambusia affinis,JAR11351F,Salsuginus sp.,4,JG,JG,Adult,Gill,70% etoh,P6L4K,6,MSB 1090-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1105,MSB 1105-3,Gambusia affinis,1939,1,30,JAR11361F,JG,07-10-2025,07-10-2025,40,36,728,KL,NA,NA,Caudal fin damaged,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1090,MSB 1090-5,Gambusia affinis,1939,6,9,JAR11349F,BP,07-10-2025,07-10-2025,29,24,323,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,NA,0,,MSB 1090-5,Gambusia affinis,JAR11349F,Salsuginus sp.,6,KL,KL,Adult,Gill,70% etoh,P6L4J,6,MSB 1090-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:1090,MSB 1090-3,Gambusia affinis,1939,6,9,JAR11357F,BP,07-10-2025,07-10-2025,33,25,483,EO,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,NA,0,,MSB 1090-3,Gambusia affinis,JAR11357F,Salsuginus sp.,3,EO,EO,Adult,Gill,70% etoh,P6L51,6,MSB 1090-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5822,MSB 5822-1,Gambusia affinis,1987,9,10,JAR11343F,BP,07-10-2025,07-10-2025,34,26,358,GC,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,,MSB 5822-1,Gambusia affinis,JAR11343F,Salsuginus sp.,2,GC,GC,Adult,Gill,70% etoh,P6L4I,6,MSB 5822-1,MONO.SALSP.GILL,,Myxidium sp. ,1,GC,GC,NA,Gall bladder,70% etoh,P6L4H,6,MSB 5822-1,MYXO.MYXID.GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:324,MSB 324-2,Gambusia affinis,1950,10,18,JAR11336F,BP,07-10-2025,07-10-2025,45,36,1097,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,NA,0,,MSB 324-2,Gambusia affinis,JAR11336F,Monogenea,12,KL,KL,Adult,Gill,70% etoh,P6L4G,6,MSB 324-2,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:12531,MSB 12531-1,Gambusia affinis,1992,11,13,JAR11267F,EO,07-11-2025,07-11-2025,46,38,1030,GC,NA,NA,1980s+ only 30 mm & up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:324,MSB 324-1,Gambusia affinis,1950,10,18,JAR11335F,JG,07-10-2025,07-11-2025,39,33,691,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,,MSB 324-1,Gambusia affinis,JAR11335F,Nematoda,1,KL,KL,Larval,Intestine,70% etoh,P6L4F,6,MSB 324-1,NEM.LARV.INTESTINE,Pictured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:288,MSB 288-1,Gambusia affinis,1949,12,3,JAR11272F,BP,07-11-2025,07-11-2025,41,32,695,GC,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,,MSB 288-1,Gambusia affinis,JAR11272F,Salsuginus sp.,1,GC,GC,Adult,Gill,70% etoh,P6KUD,6,MSB 288-1,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:288,MSB 288-5,Gambusia affinis,1949,12,3,JAR11268F,EO,07-11-2025,07-11-2025,35,28,413,EO,F,Arthropod,Patterned cysts on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,MSBS 288-5,Gambusia affinis,JAR11268F,Salsuginus sp.,1,EO,EO,Adult,Gill,70% etoh,P6L52,6,MSB 288-5,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:12531,MSB 12531-3,Gambusia affinis,1992,11,13,JAR11264F,EO,07-11-2025,07-11-2025,35,28,445,KL,F,NA,1980s+ only 30 mm & up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,"Only collected 1 MONO.SS, accidentally dumped the dish before saving the rest",MSB 12531-3,Gambusia affinis,JAR11264F,Unknown cyst,3,KL,KL,NA,Gill,70% etoh,P6KU7,6,MSB 12531-3,CYST.UNK.GILL,,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6KU6,6,MSB 12531-3,MONO.SS.GILL,Accidentally dumped the dish before saving the rest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:324,MSB 324-4,Gambusia affinis,1950,10,18,JAR11338F,BP,07-10-2025,07-11-2025,46,36,1172,GC,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,NA,0,,MSB 324-4,Gambusia affinis,JAR11338F,Salsuginus sp.,6,GC,GC,Adult,Gill,70% etoh,P6KU5,6,MSB 324-4,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:12531,MSB 12531-4,Gambusia affinis,1992,11,13,JAR11265F,EO,07-11-2025,07-11-2025,31,25,317,KL,NA,NA,1980s+ only 30mm & up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,,MSB 12531-4,Gambusia affinis,JAR11265F,Monogenea,2,KL,KL,NA,Gill,70% etoh,P6KU4,6,MSB 12531-4,MONO.SS.GILL,,Unknown cyst,1,KL,KL,NA,Gill,70% etoh,P6KU3,6,MSB 12531-4,CYST.UNK.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:288,MSB 288-2,Gambusia affinis,1949,12,3,JAR11271F,BP,07-11-2025,07-11-2025,30,27,461,BP,NA,Arthropod,Caudal fin cysts present,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,MSB 288-2,Gambusia affinis,JAR11271F,Salsuginus sp.,1,BP,BP,Adult,Gill,70% etoh,P6L3P,6,MSB 288-2,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5822,MSB 5822-3,Gambusia affinis,1987,9,10,JAR11358F,BP,07-10-2025,07-11-2025,41,32,826,JG,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,,MSB 5822-3,Gambusia affinis,JAR11358F,Diplostomulum sp.,1,JG,JG,Metacercariae,Eye,70% etoh,P6KU8,6,MSB 5822-3,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:324,MSB 324-3,Gambusia affinis,1950,10,18,JAR11337F,BP,07-10-2025,07-11-2025,49,39,1841,GC,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,NA,0,,MSB 324-3,Gambusia affinis,JAR11337F,Salsuginus sp.,5,GC,GC,Adult,Gill,70% etoh,P6KUA,6,MSB 324-3,MONO.SALSP.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4086,MSB 4086-3,Gambusia affinis,1978,9,29,JAR11342F,BP,07-11-2025,07-11-2025,31,24,340,JG,NA,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,NA,0,,MSB 4086-3,Gambusia affinis,JAR11342F,Salsuginus sp.,2,JG,JG,Adult,Gill,70% etoh,P6L4E,6,MSB 4086-3,MONO.SALSP.GILL,,Diplostomulum sp.,5,JG,JG,Metacercariae,Eye,70% etoh,P6KUB,6,MSB 4086-3,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:324,MSB 324-5,Gambusia affinis,1950,10,18,JAR11339F,BP,07-10-2025,07-11-2025,39,31,754,KL,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,MSB 324-5,Gambusia affinis,JAR11339F,Monogenea,4,KL,KL,NA,Gill,70% etoh,P6KUC,6,MSB 324-5,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4086,MSB 4086-1,Gambusia affinis,1978,9,29,JAR11345F,BP,07-11-2025,07-11-2025,41,32,795,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,MSB 4086-1,Gambusia affinis,JAR11345F,Monogenea,6,KL,KL,NA,Gill,70% etoh,P6KU9,6,MSB 4086-1,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:12531,MSB 12531-2,Gambusia affinis,1992,11,13,JAR11263F,EO,07-11-2025,07-11-2025,34,27,414,KL,NA,NA,1980s+ only 30 mm & up,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,,MSB 12531-2,Gambusia affinis,JAR11263F,Monogenea,3,KL,KL,NA,Gill,70% etoh,P6KU1,6,MSB 12531-2,MONO.SS.GILL,,Myxozoa,1,KL,KL,NA,Gill,70% etoh,P6KU2,6,MSB 12531-2,MYXO.G.GILL,"Pictured, 1 cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4086,MSB 4086-5,Gambusia affinis,1978,9,29,JAR11340F,BP,07-11-2025,07-11-2025,29,23,261,GC,M,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4486,MSB 4486-1,Gambusia affinis,1978,9,29,JAR11274F,JG,07-11-2025,07-11-2025,29,24,252,KL,F,Arthropod,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,MSB 4486-1,Gambusia affinis,JAR11274F,Monogenea,2,KL,KL,NA,Gill,70% etoh,P6KTZ,6,MSB 4486-1,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:288,MSB 288-3,Gambusia affinis,1949,12,3,JAR11270F,EO,07-11-2025,07-11-2025,49,40,1240,KL,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,0,,MSB 288-3,Gambusia affinis,JAR11270F,Monogenea,3,KL,KL,NA,Gill,70% etoh,P6KU0,6,MSB 288-3,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5822,MSB 5822-5,Gambusia affinis,1987,9,10,JAR11352F,BP,07-10-2025,07-11-2025,29,21,200,JG,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4086,MSB 4086-2,Gambusia affinis,1978,9,29,JAR11344F,BP,07-11-2025,07-11-2025,40,30,701,EO,F,Arthropod,Cysts on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5822,MSB 5822-4,Gambusia affinis,1987,9,10,JAR11355F,JG,07-10-2025,07-11-2025,25,20,153,JG,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:5822,MSB 5822-2,Gambusia affinis,1987,9,10,JAR11346F,BP,07-10-2025,07-11-2025,36,29,480,GC,F,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:288,MSB 288-4,Gambusia affinis,1949,12,3,JAR11269F,BP,07-11-2025,07-11-2025,28,22,247,BP,NA,NA,Caudal fin cysts present,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4486,MSB 4486-3,Gambusia affinis,1978,9,29,JAR11325F,KL,07-11-2025,07-11-2025,28,23,227,EO,F,Arthropod,Patterned cysts on caudal fin,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,0,,MSB 4486-3,Gambusia affinis,JAR11325F,Monogenea,2,EO,EO,NA,Gill,70% etoh,P6L53,6,MSB 4486-3,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4486,MSB 4486-4,Gambusia affinis,1978,9,29,JAR11323F,KL,07-11-2025,07-11-2025,27,22,226,KL,NA,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,,MSB 4486-4,Gambusia affinis,JAR11323F,Monogenea,4,KL,KL,NA,Gill,70% etoh,P6KTW,6,MSB 4486-4,MONO.SS.GILL,,Unknown cyst,1,KL,KL,NA,Gill,70% etoh,P6KTV,6,MSB 4486-4,CYST.UNK.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:4486,MSB 4486-2,Gambusia affinis,1978,9,29,JAR11324F,JG,07-11-2025,07-11-2025,25,20,171,KL,M,NA,,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,,MSB 4486-2,Gambusia affinis,JAR11324F,Myxidium sp.,1,KL,KL,NA,Gall bladder,70% etoh,P6KTU,6,MSB 4486-2,MYXO.MYXID.GALLBLADDER,,Monogenea,1,KL,KL,NA,Gill,70% etoh,P6KTT,6,MSB 4486-2,MONO.SS.GILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSB:Fish:12531,MSB 12531-5,Gambusia affinis,1992,11,13,JAR11266F,EO,07-11-2025,07-11-2025,48,40,1190,BP,F,Arthropod,1980s+ only 30mm & up,0,NA,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,,MSB 12531-5,Gambusia affinis,JAR11266F,Monogenea,4,BP,BP,NA,Gill,70% etoh,P6L3O,6,MSB 12531-5,MONO.SS.GILL,,Diplostomulum sp.,8,BP,BP,Metacercariae,Eye,70% etoh,P6L3N,6,MSB 12531-5,TREM.DIPS.EYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
