"","CatalogNumber","YearCollected","MonthCollected","DayCollected","IndividualFishID","FishBarcode","Dissector","Examiner","DissectionDate","Sex","TotalLength_mm","StandardLength_mm","Weight_mg","CI","combo","Latitude","Longitude","trem.meta","crus.lercyp","trem.diphur","trem.n","mono.gyrsp","mono.unk","trem.white","trem.p","trem.neasp","trem.unk","trem.acet","trem.unclear","cest.larv","nem.cont","trem.cent","nem.cap","cest.b","trem.buc","nem.unk","nem.larv","myxo.myxsp","myxo.m","mono.dacsp"
"51","MSB:Fish:124163",2022,NA,10,"MSB 124163-1","JAR9767F","KL","KL","05-12-2025",NA,50,41,1281,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,2
"52","MSB:Fish:18625",1994,7,21,"MSB 18625-1","JAR10972F","KL","KL","08-06-2025","F",58,47,1820,"control","control_1991-2000",35.39216667,-106.4783611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,22
"53","MSB:Fish:18625",1994,7,21,"MSB 18625-2","JAR10996F","KL","KL","08-06-2025",NA,35,28,375,"control","control_1991-2000",35.39216667,-106.4783611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6
"54","MSB:Fish:18625",1994,7,21,"MSB 18625-3","JAR10997F","KL","KL","08-06-2025",NA,35,29,NA,"control","control_1991-2000",35.39216667,-106.4783611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2
"55","MSB:Fish:18625",1994,7,21,"MSB 18625-4","JAR10998F","KL","KL","08-06-2025",NA,39,31,418,"control","control_1991-2000",35.39216667,-106.4783611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
"56","MSB:Fish:18625",1994,7,21,"MSB 18625-5","JAR10973F","KL","KL","08-06-2025",NA,35,28,383,"control","control_1991-2000",35.39216667,-106.4783611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,6
"57","MSB:Fish:18879",1994,1,25,"MSB 18879-4","JAR10987F","KL","KL","08-06-2025",NA,48,39,948,"control","control_1991-2000",35.28302778,-106.5981389,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"58","MSB:Fish:18879",1994,1,25,"MSB 18879-5","JAR10988F","KL","KL","08-06-2025",NA,59,47,1570,"control","control_1991-2000",35.28302778,-106.5981389,0,0,2,0,4,0,0,NA,0,2,0,0,0,NA,0,0,0,0,0,NA,0,0,2
"59","MSB:Fish:18879",1994,1,25,"MSB 18879-3","JAR10992F","KL","KL","08-06-2025","F",54,45,1486,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,4,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"60","MSB:Fish:18879",1994,1,25,"MSB 18879-1","JAR10990F","KL","KL","08-06-2025",NA,42,33,499,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"61","MSB:Fish:18879",1994,1,25,"MSB 18879-2","JAR10991F","KL","KL","08-06-2025",NA,41,33,511,"control","control_1991-2000",35.28302778,-106.5981389,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"62","MSB:Fish:18935",1994,5,10,"MSB 18935-5","JAR11786F","EO","CW","08-04-2025",NA,31,26,296,"control","control_1991-2000",35.28302778,-106.5981389,0,0,1,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"63","MSB:Fish:18935",1994,5,10,"MSB 18935-1","JAR11773F","EO","BP EO ","08-04-2025",NA,47,38,1220,"control","control_1991-2000",35.28302778,-106.5981389,0,0,8,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,6,0,0
"64","MSB:Fish:18935",1994,5,10,"MSB 18935-4","JAR11785F","EO","EO","08-04-2025","F",44,37,855,"control","control_1991-2000",35.28302778,-106.5981389,0,0,5,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2
"65","MSB:Fish:18935",1994,5,10,"MSB 18935","JAR11787F","BP","CW","08-04-2025","F",46,37,1163,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"66","MSB:Fish:18935",1994,5,10,"MSB 18935-2","JAR11776F","BP","BP","08-04-2025",NA,42,33,730,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"67","MSB:Fish:19164",1993,8,4,"MSB 19164-4","JAR11009F","KL","KL","08-04-2025",NA,43,35,654,"impact","impact_1991-2000",35.008358,-106.678909,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"68","MSB:Fish:19164",1993,8,4,"MSB 19164-1","JAR11010F","KL","KL","08-04-2025",NA,44,37,772,"impact","impact_1991-2000",35.008358,-106.678909,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"69","MSB:Fish:19164",1993,8,4,"MSB 19164-5","JAR11002F","KL","KL","08-04-2025",NA,48,38,964,"impact","impact_1991-2000",35.008358,-106.678909,0,0,4,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"70","MSB:Fish:19164",1993,8,4,"MSB 19164-3","JAR11006F","KL","KL","08-04-2025",NA,43,35,698,"impact","impact_1991-2000",35.008358,-106.678909,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"71","MSB:Fish:19164",1993,8,4,"MSB 19164-2","JAR11005F","KL","KL","08-04-2025",NA,47,38,870,"impact","impact_1991-2000",35.008358,-106.678909,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"72","MSB:Fish:19538",1994,9,16,"MSB 19538-1","JAR10976F","KL","KL","08-06-2025",NA,34,27,301,"impact","impact_1991-2000",34.85683333,-106.7208056,0,0,0,0,2,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,2
"73","MSB:Fish:19538",1994,9,16,"MSB 19538-5","JAR10975F","KL","KL","08-06-2025","F",42,34,594,"impact","impact_1991-2000",34.85683333,-106.7208056,0,1,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"74","MSB:Fish:19538",1994,9,16,"MSB 19538-3","JAR10982F","KL","KL","08-06-2025",NA,47,37,765,"impact","impact_1991-2000",34.85683333,-106.7208056,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2
"75","MSB:Fish:19538",1994,9,16,"MSB 19538-4","JAR10985F","KL","KL","08-06-2025",NA,40,32,544,"impact","impact_1991-2000",34.85683333,-106.7208056,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"76","MSB:Fish:19538",1994,9,16,"MSB 19538-2","JAR10979F","KL","KL","08-06-2025",NA,39,32,448,"impact","impact_1991-2000",34.85683333,-106.7208056,0,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,2
"77","MSB:Fish:19595",1994,10,10,"MSB 19595-5","JAR11077F","KL","KL","08-11-2025",NA,62,51,2003,"impact","impact_1991-2000",34.85683333,-106.7208056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
"78","MSB:Fish:19661",1994,10,10,"MSB 19661-3","JAR11004F","KL","KL","08-05-2025",NA,50,40,1112,"impact","impact_1991-2000",34.905272,-106.685564,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,4
"79","MSB:Fish:19661",1994,10,10,"MSB 19661-1","JAR10999F","KL","KL","08-05-2025","F",47,38,882,"impact","impact_1991-2000",34.905272,-106.685564,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"80","MSB:Fish:19661",1994,10,10,"MSB 19661-4","JAR11001F","KL","KL","08-05-2025",NA,53,43,1364,"impact","impact_1991-2000",34.905272,-106.685564,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"81","MSB:Fish:19661",1994,10,10,"MSB 19661-2","JAR11008F","KL","KL","08-05-2025",NA,48,39,NA,"impact","impact_1991-2000",34.905272,-106.685564,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"82","MSB:Fish:19661",1994,10,10,"MSB 19661-5","JAR11007F","KL","KL","08-05-2025",NA,46,37,756,"impact","impact_1991-2000",34.905272,-106.685564,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,6
"83","MSB:Fish:20397",1994,8,11,"MSB 20397-1","JAR10961F","KL","KL","08-11-2025",NA,40,33,604,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","MSB:Fish:20397",1994,8,11,"MSB 20397-2","JAR11081F","KL","KL","08-11-2025",NA,42,34,686,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","MSB:Fish:20397",1994,8,11,"MSB 20397-5","JAR11072F","KL","KL","08-11-2025",NA,49,41,1179,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","MSB:Fish:20397",1994,8,11,"MSB 20397-4","JAR11075F","KL","KL","08-11-2025",NA,37,31,441,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
"87","MSB:Fish:20397",1994,8,11,"MSB 20397-3","JAR11078F","KL","KL","08-11-2025",NA,51,42,1333,"control","control_1991-2000",35.28302778,-106.5981389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"88","MSB:Fish:3996",1977,9,28,"MSB 3996-5","JAR11846F","EO","BP","08-12-2025",NA,40,33,498,"impact","impact_1971-1980",35.136341,-106.685742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"89","MSB:Fish:3996",1977,9,28,"MSB 3996-4","JAR11847F","BP","CW","08-12-2025",NA,38,31,519,"impact","impact_1971-1980",35.136341,-106.685742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2
"90","MSB:Fish:3996",1977,9,28,"MSB 3996-3","JAR11855F","EO","CW","08-12-2025",NA,39,32,538,"impact","impact_1971-1980",35.136341,-106.685742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","MSB:Fish:3996",1977,9,28,"MSB 3996-2","JAR11849F","BP","CW","08-12-2025",NA,37,31,524,"impact","impact_1971-1980",35.136341,-106.685742,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","MSB:Fish:3996",1977,9,28,"MSB 3996-1","JAR11852F","EO","JG","08-12-2025",NA,44,35,765,"impact","impact_1971-1980",35.136341,-106.685742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
"93","MSB:Fish:4031",1977,9,30,"MSB 4031-4","JAR11703F","EO","GC","07-29-2025",NA,40,32,550,"impact","impact_1971-1980",34.859396,-106.720148,0,0,6,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"94","MSB:Fish:4031",1977,9,30,"MSB 4031-2","JAR11706F","EO","GC","07-29-2025",NA,42,34,617,"impact","impact_1971-1980",34.859396,-106.720148,0,0,7,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0
"95","MSB:Fish:4031",1977,9,30,"MSB 4031-5","JAR11707F","BP","JG","07-29-2025",NA,40,31,494,"impact","impact_1971-1980",34.859396,-106.720148,0,0,3,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"96","MSB:Fish:4031",1977,9,30,"MSB 4031-1","JAR11705F","EO","GC","07-29-2025",NA,39,31,531,"impact","impact_1971-1980",34.859396,-106.720148,0,0,22,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0
"97","MSB:Fish:4031",1977,9,30,"MSB 4031-3","JAR11704F","BP","BP","07-29-2025",NA,46,37,987,"impact","impact_1971-1980",34.859396,-106.720148,0,0,12,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2
"98","MSB:Fish:4045",1977,5,12,"MSB 4045-4","JAR11639F","BP","GC","07-21-2025","F",49,39,1916,"impact","impact_1971-1980",34.864295,-106.72527,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"99","MSB:Fish:4045",1977,5,12,"MSB 4045-5","JAR11630F","EO","JG","07-21-2025","F",49,41,1667,"impact","impact_1971-1980",34.864295,-106.72527,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0
"100","MSB:Fish:4045",1977,5,12,"MSB 4045-3","JAR11636F","EO","BP","07-21-2025",NA,46,36,1210,"impact","impact_1971-1980",34.864295,-106.72527,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,2,0,0,0,0,0,0,0,0
"101","MSB:Fish:4045",1977,5,12,"MSB 4045-2","JAR11633F","BP","JG","07-21-2025",NA,49,39,1415,"impact","impact_1971-1980",34.864295,-106.72527,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,7,0,2
"102","MSB:Fish:4045",1977,5,12,"MSB 4045-1","JAR11631F","EO","GC","07-21-2025","F",53,44,2208,"impact","impact_1971-1980",34.864295,-106.72527,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,2,0,2
"103","MSB:Fish:4075",1977,6,9,"MSB 4075-5","JAR11748F","EO","JG","07-31-2025","F",47,39,1239,"impact","impact_1971-1980",34.848054,-106.716649,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,1,0,0,0,0,NA,0,0,6
"104","MSB:Fish:4075",1977,6,9,"MSB 4075-4","JAR11723F","JG","JG","07-31-2025","F",46,38,1077,"impact","impact_1971-1980",34.848054,-106.716649,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,2
